nome,uf,lat,lon
Rio Tinto,PB,-6.80383,-35.0776
Rio Verde,GO,-17.7923,-50.9192
Rio Verde de Mato Grosso,MS,-18.9249,-54.8434
Rio Vermelho,MG,-18.2922,-43.0018
Riolândia,SP,-19.9868,-49.6836
Riozinho,RS,-29.639,-50.4488
Riqueza,SC,-27.0653,-53.3265
Ritápolis,MG,-21.0276,-44.3204
Riversul,SP,-23.829,-49.429
Roca Sales,RS,-29.2884,-51.8658
Rochedo,MS,-19.9565,-54.8848
Rochedo de Minas,MG,-21.6284,-43.0165
Rodeio,SC,-26.9243,-49.3649
Rodeio Bonito,RS,-27.4742,-53.1706
Rodeiro,MG,-21.2035,-42.8586
Rodelas,BA,-8.85021,-38.78
Rodolfo Fernandes,RN,-5.78393,-38.0579
Rodrigues Alves,AC,-7.73864,-72.661
Rolador,RS,-28.2566,-54.8186
Rolândia,PR,-23.3101,-51.3659
Rolante,RS,-29.6462,-50.5819
Rolim de Moura,RO,-11.7271,-61.7714
Romaria,MG,-18.8838,-47.5782
Romelândia,SC,-26.6809,-53.3172
Roncador,PR,-24.5958,-52.2716
Ronda Alta,RS,-27.7758,-52.8056
Rondinha,RS,-27.8315,-52.9081
Rondolândia,MT,-10.8376,-61.4697
Rondon,PR,-23.412,-52.7659
Rondon do Pará,PA,-4.77793,-48.067
Rondonópolis,MT,-16.4673,-54.6372
Roque Gonzales,RS,-28.1297,-55.0266
Rorainópolis,RR,0.939956,-60.4389
Rosana,SP,-22.5782,-53.0603
Rosário,MA,-2.93444,-44.2531
Rosário da Limeira,MG,-20.9812,-42.5112
Rosário do Catete,SE,-10.6904,-37.0357
Rosário do Ivaí,PR,-24.2682,-51.272
Rosário do Sul,RS,-30.2515,-54.9221
Rosário Oeste,MT,-14.8259,-56.4236
Roseira,SP,-22.8938,-45.307
Roteiro,AL,-9.83503,-35.9782
Rubelita,MG,-16.4053,-42.261
Rubiácea,SP,-21.3006,-50.7296
Rubiataba,GO,-15.1617,-49.8048
Rubim,MG,-16.3775,-40.5397
Rubinéia,SP,-20.1759,-51.007
Rurópolis,PA,-4.10028,-54.9092
Russas,CE,-4.92673,-37.9721
Ruy Barbosa,RN,-5.88745,-35.933
Ruy Barbosa,BA,-12.2816,-40.4931
Sabará,MG,-19.884,-43.8263
Sabáudia,PR,-23.3155,-51.555
Sabino,SP,-21.4593,-49.5755
Sabinópolis,MG,-18.6653,-43.0752
Saboeiro,CE,-6.5346,-39.9017
Sacramento,MG,-19.8622,-47.4508
Sagrada Família,RS,-27.7085,-53.1351
Sagres,SP,-21.8823,-50.9594
Sairé,PE,-8.32864,-35.6967
Saldanha Marinho,RS,-28.3941,-53.097
Sales,SP,-21.3427,-49.4897
Sales Oliveira,SP,-20.7696,-47.8369
Salesópolis,SP,-23.5288,-45.8465
Salete,SC,-26.9798,-49.9988
Salgadinho,PB,-7.10098,-36.8458
Salgadinho,PE,-7.9269,-35.6503
Salgado,SE,-11.0288,-37.4804
Salgado de São Félix,PB,-7.35337,-35.4305
Salgado Filho,PR,-26.1777,-53.3631
Salgueiro,PE,-8.07373,-39.1247
Salinas,MG,-16.1753,-42.2964
Salinas da Margarida,BA,-12.873,-38.7562
Salinópolis,PA,-0.630815,-47.3465
Salitre,CE,-7.28398,-40.45
Salmourão,SP,-21.6267,-50.8614
Saloá,PE,-8.9723,-36.691
Saltinho,SC,-26.6049,-53.0578
Saltinho,SP,-22.8442,-47.6754
Salto,SP,-23.1996,-47.2931
Salto da Divisa,MG,-16.0063,-39.9391
Salto de Pirapora,SP,-23.6474,-47.5743
Salto do Céu,MT,-15.1303,-58.1317
Salto do Itararé,PR,-23.6074,-49.6354
Salto do Jacuí,RS,-29.0951,-53.2133
Salto do Lontra,PR,-25.7813,-53.3135
Salto Grande,SP,-22.8894,-49.9831
Salto Veloso,SC,-26.903,-51.4043
Salvador,BA,-12.9718,-38.5011
Salvador das Missões,RS,-28.1233,-54.8373
Salvador do Sul,RS,-29.4386,-51.5077
Salvaterra,PA,-0.758444,-48.5139
Sambaíba,MA,-7.13447,-45.3515
Sampaio,TO,-5.35423,-47.8782
Sananduva,RS,-27.947,-51.8079
Sanclerlândia,GO,-16.197,-50.3124
Sandolândia,TO,-12.538,-49.9242
Sandovalina,SP,-22.4551,-51.7648
Sangão,SC,-28.6326,-49.1322
Sanharó,PE,-8.36097,-36.5696
Sant'Ana do Livramento,RS,-30.8773,-55.5392
Santa Adélia,SP,-21.2427,-48.8063
Santa Albertina,SP,-20.0311,-50.7297
Santa Amélia,PR,-23.2654,-50.4288
Santa Bárbara,BA,-11.9515,-38.9681
Santa Bárbara,MG,-19.9604,-43.4101
Santa Bárbara d'Oeste,SP,-22.7553,-47.4143
Santa Bárbara de Goiás,GO,-16.5714,-49.6954
Santa Bárbara do Leste,MG,-19.9753,-42.1457
Santa Bárbara do Monte Verde,MG,-21.9592,-43.7027
Santa Bárbara do Pará,PA,-1.19219,-48.238
Santa Bárbara do Sul,RS,-28.3653,-53.251
Santa Bárbara do Tugúrio,MG,-21.2431,-43.5607
Santa Branca,SP,-23.3933,-45.8875
Santa Brígida,BA,-9.73227,-38.1209
Santa Carmem,MT,-11.9125,-55.2263
Santa Cecília,SC,-26.9592,-50.4252
Santa Cecília,PB,-7.7389,-35.8764
Santa Cecília do Pavão,PR,-23.5201,-50.7835
Santa Cecília do Sul,RS,-28.1609,-51.9279
Santa Clara d'Oeste,SP,-20.09,-50.9491
Santa Clara do Sul,RS,-29.4747,-52.0843
Santa Cruz,RN,-6.22475,-36.0193
Santa Cruz,PB,-6.5237,-38.0617
Santa Cruz,PE,-8.24153,-40.3434
Santa Cruz Cabrália,BA,-16.2825,-39.0295
Santa Cruz da Baixa Verde,PE,-7.81339,-38.1476
Santa Cruz da Conceição,SP,-22.1405,-47.4512
Santa Cruz da Esperança,SP,-21.2951,-47.4304
Santa Cruz da Vitória,BA,-14.964,-39.8115
Santa Cruz das Palmeiras,SP,-21.8235,-47.248
Santa Cruz de Goiás,GO,-17.3155,-48.4809
Santa Cruz de Minas,MG,-21.1241,-44.2202
Santa Cruz de Monte Castelo,PR,-22.9582,-53.2949
Santa Cruz de Salinas,MG,-16.0967,-41.7418
Santa Cruz do Arari,PA,-0.661019,-49.1771
Santa Cruz do Capibaribe,PE,-7.94802,-36.2061
Santa Cruz do Escalvado,MG,-20.2372,-42.8169
Santa Cruz do Piauí,PI,-7.1785,-41.7609
Santa Cruz do Rio Pardo,SP,-22.8988,-49.6354
Santa Cruz do Sul,RS,-29.722,-52.4343
Santa Cruz do Xingu,MT,-10.1532,-52.3953
Santa Cruz dos Milagres,PI,-5.80581,-41.9506
Santa Efigênia de Minas,MG,-18.8235,-42.4388
Santa Ernestina,SP,-21.4618,-48.3953
Santa Fé,PR,-23.04,-51.808
Santa Fé de Goiás,GO,-15.7664,-51.1037
Santa Fé de Minas,MG,-16.6859,-45.4102
Santa Fé do Araguaia,TO,-7.15803,-48.7165
Santa Fé do Sul,SP,-20.2083,-50.932
Santa Filomena,PI,-9.11228,-45.9116
Santa Filomena,PE,-8.16688,-40.6079
Santa Filomena do Maranhão,MA,-5.49671,-44.5638
Santa Gertrudes,SP,-22.4572,-47.5272
Santa Helena,PR,-24.8585,-54.336
Santa Helena,SC,-26.937,-53.6214
Santa Helena,MA,-2.24426,-45.29
Santa Helena,PB,-6.7176,-38.6427
Santa Helena de Goiás,GO,-17.8115,-50.5977
Santa Helena de Minas,MG,-16.9707,-40.6727
Santa Inês,BA,-13.2793,-39.814
Santa Inês,PR,-22.6376,-51.9024
Santa Inês,PB,-7.621,-38.554
Santa Inês,MA,-3.65112,-45.3774
Santa Isabel,SP,-23.3172,-46.2237
Santa Isabel,GO,-15.2958,-49.4259
Santa Isabel do Ivaí,PR,-23.0025,-53.1989
Santa Isabel do Rio Negro,AM,-0.410824,-65.0092
Santa Izabel do Oeste,PR,-25.8217,-53.4801
Santa Izabel do Pará,PA,-1.29686,-48.1606
Santa Juliana,MG,-19.3108,-47.5322
Santa Leopoldina,ES,-20.0999,-40.527
Santa Lúcia,SP,-21.685,-48.0885
Santa Lúcia,PR,-25.4104,-53.5638
Santa Luz,PI,-8.9488,-44.1296
Santa Luzia,MA,-4.06873,-45.69
Santa Luzia,BA,-15.4342,-39.3287
Santa Luzia,MG,-19.7548,-43.8497
Santa Luzia,PB,-6.86092,-36.9178
Santa Luzia D'Oeste,RO,-11.9074,-61.7777
Santa Luzia do Itanhy,SE,-11.3536,-37.4586
Santa Luzia do Norte,AL,-9.6037,-35.8232
Santa Luzia do Pará,PA,-1.52147,-46.9008
Santa Luzia do Paruá,MA,-2.51123,-45.7801
Santa Margarida,MG,-20.3839,-42.2519
Santa Margarida do Sul,RS,-30.3393,-54.0817
Santa Maria,RS,-29.6868,-53.8149
Santa Maria,RN,-5.83802,-35.6914
Santa Maria da Boa Vista,PE,-8.79766,-39.8241
Santa Maria da Serra,SP,-22.5661,-48.1593
Santa Maria da Vitória,BA,-13.3859,-44.2011
Santa Maria das Barreiras,PA,-8.85784,-49.7215
Santa Maria de Itabira,MG,-19.4431,-43.1064
Santa Maria de Jetibá,ES,-20.0253,-40.7439
Santa Maria do Cambucá,PE,-7.83676,-35.8941
Santa Maria do Herval,RS,-29.4902,-50.9919
Santa Maria do Oeste,PR,-24.9377,-51.8696
Santa Maria do Pará,PA,-1.35392,-47.5712
Santa Maria do Salto,MG,-16.2479,-40.1512
Santa Maria do Suaçuí,MG,-18.1896,-42.4139
Santa Maria do Tocantins,TO,-8.8046,-47.7887
Santa Maria Madalena,RJ,-21.9547,-42.0098
Santa Mariana,PR,-23.1465,-50.5167
Santa Mercedes,SP,-21.3495,-51.7564
Santa Mônica,PR,-23.108,-53.1103
Santa Quitéria,CE,-4.32608,-40.1523
Santa Quitéria do Maranhão,MA,-3.49308,-42.5688
Santa Rita,MA,-3.14241,-44.3211
Santa Rita,PB,-7.11724,-34.9753
Santa Rita d'Oeste,SP,-20.1414,-50.8358
Santa Rita de Caldas,MG,-22.0292,-46.3385
Santa Rita de Cássia,BA,-11.0063,-44.5255
Santa Rita de Ibitipoca,MG,-21.5658,-43.9163
Santa Rita de Jacutinga,MG,-22.1474,-44.0977
Santa Rita de Minas,MG,-19.876,-42.1363
Santa Rita do Araguaia,GO,-17.3269,-53.2012
Santa Rita do Itueto,MG,-19.3576,-41.3821
Santa Rita do Novo Destino,GO,-15.1351,-49.1203
Santa Rita do Pardo,MS,-21.3016,-52.8333
Santa Rita do Passa Quatro,SP,-21.7083,-47.478
Santa Rita do Sapucaí,MG,-22.2461,-45.7034
Santa Rita do Tocantins,TO,-10.8617,-48.9161
Santa Rita do Trivelato,MT,-13.8146,-55.2706
Santa Rosa,RS,-27.8702,-54.4796
Santa Rosa da Serra,MG,-19.5186,-45.9611
Santa Rosa de Goiás,GO,-16.084,-49.4953
Santa Rosa de Lima,SC,-28.0331,-49.133
Santa Rosa de Lima,SE,-10.6434,-37.1931
Santa Rosa de Viterbo,SP,-21.4776,-47.3622
Santa Rosa do Piauí,PI,-6.79581,-42.2814
Santa Rosa do Purus,AC,-9.44652,-70.4902
Santa Rosa do Sul,SC,-29.1313,-49.7109
Santa Rosa do Tocantins,TO,-11.4474,-48.1216
Santa Salete,SP,-20.2429,-50.6887
Santa Teresa,ES,-19.9363,-40.5979
Santa Teresinha,BA,-12.7697,-39.5215
Santa Teresinha,PB,-7.07964,-37.4435
Santa Tereza,RS,-29.1655,-51.7351
Santa Tereza de Goiás,GO,-13.7138,-49.0144
Santa Tereza do Oeste,PR,-25.0543,-53.6274
Santa Tereza do Tocantins,TO,-10.2746,-47.8033
Santa Terezinha,SC,-26.7813,-50.009
Santa Terezinha,MT,-10.4704,-50.514
Santa Terezinha,PE,-7.37696,-37.4787
Santa Terezinha de Goiás,GO,-14.4326,-49.7091
Santa Terezinha de Itaipu,PR,-25.4391,-54.402
Santa Terezinha do Progresso,SC,-26.624,-53.1997
Santa Terezinha do Tocantins,TO,-6.44438,-47.6684
Santa Vitória,MG,-18.8414,-50.1208
Santa Vitória do Palmar,RS,-33.525,-53.3717
Santaluz,BA,-11.2508,-39.375
Santana,BA,-12.9792,-44.0506
Santana,AP,-0.045434,-51.1729
Santana da Boa Vista,RS,-30.8697,-53.11
Santana da Ponte Pensa,SP,-20.2523,-50.8014
Santana da Vargem,MG,-21.2449,-45.5005
Santana de Cataguases,MG,-21.2893,-42.5524
Santana de Mangueira,PB,-7.54705,-38.3236
Santana de Parnaíba,SP,-23.4439,-46.9178
Santana de Pirapama,MG,-18.9962,-44.0409
Santana do Acaraú,CE,-3.46144,-40.2118
Santana do Araguaia,PA,-9.3281,-50.35
Santana do Cariri,CE,-7.17613,-39.7302
Santana do Deserto,MG,-21.9512,-43.1583
Santana do Garambéu,MG,-21.5983,-44.105
Santana do Ipanema,AL,-9.36999,-37.248
Santana do Itararé,PR,-23.7587,-49.6293
Santana do Jacaré,MG,-20.9007,-45.1285
Santana do Manhuaçu,MG,-20.1031,-41.9278
Santana do Maranhão,MA,-3.109,-42.4064
Santana do Matos,RN,-5.94605,-36.6578
Santana do Mundaú,AL,-9.17141,-36.2176
Santana do Paraíso,MG,-19.3661,-42.5446
Santana do Piauí,PI,-6.94696,-41.5178
Santana do Riacho,MG,-19.1662,-43.722
Santana do São Francisco,SE,-10.2922,-36.6105
Santana do Seridó,RN,-6.76643,-36.7312
Santana dos Garrotes,PB,-7.38162,-37.9819
Santana dos Montes,MG,-20.7868,-43.6949
Santanópolis,BA,-12.0311,-38.8694
Santarém,PA,-2.43849,-54.6996
Santarém Novo,PA,-0.93097,-47.3855
Santiago,RS,-29.1897,-54.8666
Santiago do Sul,SC,-26.6388,-52.6799
Santo Afonso,MT,-14.4945,-57.0091
Santo Amaro,BA,-12.5472,-38.7137
Santo Amaro da Imperatriz,SC,-27.6852,-48.7813
Santo Amaro das Brotas,SE,-10.7892,-37.0564
Santo Amaro do Maranhão,MA,-2.50068,-43.238
Santo Anastácio,SP,-21.9747,-51.6527
Santo André,SP,-23.6737,-46.5432
Santo André,PB,-7.22016,-36.6213
Santo Ângelo,RS,-28.3001,-54.2668
Santo Antônio,RN,-6.31195,-35.4739
Santo Antônio da Alegria,SP,-21.0864,-47.1464
Santo Antônio da Barra,GO,-17.5585,-50.6345
Santo Antônio da Patrulha,RS,-29.8268,-50.5175
Santo Antônio da Platina,PR,-23.2959,-50.0815
Santo Antônio das Missões,RS,-28.514,-55.2251
Santo Antônio de Goiás,GO,-16.4815,-49.3096
Santo Antônio de Jesus,BA,-12.9614,-39.2584
Santo Antônio de Lisboa,PI,-6.98676,-41.2252
Santo Antônio de Pádua,RJ,-21.541,-42.1832
Santo Antônio de Posse,SP,-22.6029,-46.9192
Santo Antônio do Amparo,MG,-20.943,-44.9176
Santo Antônio do Aracanguá,SP,-20.9331,-50.498
Santo Antônio do Aventureiro,MG,-21.7606,-42.8115
Santo Antônio do Caiuá,PR,-22.7351,-52.344
Santo Antônio do Descoberto,GO,-15.9412,-48.2578
Santo Antônio do Grama,MG,-20.3185,-42.6047
Santo Antônio do Içá,AM,-3.09544,-67.9463
Santo Antônio do Itambé,MG,-18.4609,-43.3006
Santo Antônio do Jacinto,MG,-16.5332,-40.1817
Santo Antônio do Jardim,SP,-22.1121,-46.6845
Santo Antônio do Leste,MT,-14.805,-53.6075
Santo Antônio do Leverger,MT,-15.8632,-56.0788
Santo Antônio do Monte,MG,-20.085,-45.2947
Santo Antônio do Palma,RS,-28.4956,-52.0267
Santo Antônio do Paraíso,PR,-23.4969,-50.6455
Santo Antônio do Pinhal,SP,-22.827,-45.663
Santo Antônio do Planalto,RS,-28.403,-52.6992
Santo Antônio do Retiro,MG,-15.3393,-42.6171
Santo Antônio do Rio Abaixo,MG,-19.2374,-43.2604
Santo Antônio do Sudoeste,PR,-26.0737,-53.7251
Santo Antônio do Tauá,PA,-1.1522,-48.1314
Santo Antônio dos Lopes,MA,-4.86613,-44.3653
Santo Antônio dos Milagres,PI,-6.04647,-42.7123
Santo Augusto,RS,-27.8526,-53.7776
Santo Cristo,RS,-27.8263,-54.662
Santo Estêvão,BA,-12.428,-39.2505
Santo Expedito,SP,-21.8467,-51.3929
Santo Expedito do Sul,RS,-27.9074,-51.6434
Santo Hipólito,MG,-18.2968,-44.2229
Santo Inácio,PR,-22.6957,-51.7969
Santo Inácio do Piauí,PI,-7.42072,-41.9063
Santópolis do Aguapeí,SP,-21.6376,-50.5044
Santos,SP,-23.9535,-46.335
Santos Dumont,MG,-21.4634,-43.5499
São Benedito,CE,-4.04713,-40.8596
São Benedito do Rio Preto,MA,-3.33515,-43.5287
São Benedito do Sul,PE,-8.8166,-35.9453
São Bentinho,PB,-6.88596,-37.7243
São Bento,PB,-6.48529,-37.4488
São Bento,MA,-2.69781,-44.8289
São Bento Abade,MG,-21.5839,-45.0699
São Bento do Norte,RN,-5.09259,-35.9587
São Bento do Sapucaí,SP,-22.6837,-45.7287
São Bento do Sul,SC,-26.2495,-49.3831
São Bento do Tocantins,TO,-6.0258,-47.9012
São Bento do Trairí,RN,-6.33798,-36.0863
São Bento do Una,PE,-8.52637,-36.4465
São Bernardino,SC,-26.4739,-52.9687
São Bernardo,MA,-3.37223,-42.4191
São Bernardo do Campo,SP,-23.6914,-46.5646
São Bonifácio,SC,-27.9009,-48.9326
São Borja,RS,-28.6578,-56.0036
São Brás,AL,-10.1141,-36.8522
São Brás do Suaçuí,MG,-20.6242,-43.9515
São Braz do Piauí,PI,-9.05797,-43.0076
São Caetano,PE,-8.33763,-36.2869
São Caetano de Odivelas,PA,-0.747293,-48.0246
São Caetano do Sul,SP,-23.6229,-46.5548
São Carlos,SP,-22.0174,-47.886
São Carlos,SC,-27.0798,-53.0037
São Carlos do Ivaí,PR,-23.3158,-52.4761
São Cristóvão,SE,-11.0084,-37.2044
São Cristovão do Sul,SC,-27.2666,-50.4388
São Desidério,BA,-12.3572,-44.9769
São Domingos,BA,-11.4649,-39.5268
São Domingos,SC,-26.5548,-52.5313
São Domingos,PB,-6.80313,-37.9488
São Domingos,SE,-10.7916,-37.5685
São Domingos,GO,-13.621,-46.7415
São Domingos das Dores,MG,-19.5246,-42.0106
São Domingos do Araguaia,PA,-5.53732,-48.7366
São Domingos do Azeitão,MA,-6.81471,-44.6509
São Domingos do Capim,PA,-1.68768,-47.7665
São Domingos do Cariri,PB,-7.63273,-36.4374
São Domingos do Maranhão,MA,-5.58095,-44.3822
São Domingos do Norte,ES,-19.1452,-40.6281
São Domingos do Prata,MG,-19.8678,-42.971
São Domingos do Sul,RS,-28.5312,-51.886
São Felipe,BA,-12.8394,-39.0893
São Felipe D'Oeste,RO,-11.9023,-61.5026
São Félix,BA,-12.6104,-38.9727
São Félix de Balsas,MA,-7.07535,-44.8092
São Félix de Minas,MG,-18.5959,-41.4889
São Félix do Araguaia,MT,-11.615,-50.6706
São Félix do Coribe,BA,-13.4019,-44.1837
São Félix do Piauí,PI,-5.93485,-42.1172
São Félix do Tocantins,TO,-10.1615,-46.6618
São Félix do Xingu,PA,-6.64254,-51.9904
São Fernando,RN,-6.37975,-37.1864
São Fidélis,RJ,-21.6551,-41.756
São Francisco,SP,-20.3623,-50.6952
São Francisco,PB,-6.60773,-38.0968
São Francisco,SE,-10.3442,-36.8869
São Francisco,MG,-15.9514,-44.8593
São Francisco de Assis,RS,-29.5547,-55.1253
São Francisco de Assis do Piauí,PI,-8.23599,-41.6873
São Francisco de Goiás,GO,-15.9256,-49.2605
São Francisco de Itabapoana,RJ,-21.4702,-41.1091
São Francisco de Paula,RS,-29.4404,-50.5828
São Francisco de Paula,MG,-20.7036,-44.9838
São Francisco de Sales,MG,-19.8611,-49.7727
São Francisco do Brejão,MA,-5.12584,-47.389
São Francisco do Conde,BA,-12.6183,-38.6786
São Francisco do Glória,MG,-20.7923,-42.2673
São Francisco do Guaporé,RO,-12.052,-63.568
São Francisco do Maranhão,MA,-6.25159,-42.8668
São Francisco do Oeste,RN,-5.97472,-38.1519
São Francisco do Pará,PA,-1.16963,-47.7917
São Francisco do Piauí,PI,-7.2463,-42.541
São Francisco do Sul,SC,-26.2579,-48.6344
São Gabriel,RS,-30.3337,-54.3217
São Gabriel,BA,-11.2175,-41.8843
São Gabriel da Cachoeira,AM,-0.11909,-67.084
São Gabriel da Palha,ES,-19.0182,-40.5365
São Gabriel do Oeste,MS,-19.3889,-54.5507
São Geraldo,MG,-20.9252,-42.8364
São Geraldo da Piedade,MG,-18.8411,-42.2867
São Geraldo do Araguaia,PA,-6.39471,-48.5592
São Geraldo do Baixio,MG,-18.9097,-41.363
São Gonçalo,RJ,-22.8268,-43.0634
São Gonçalo do Abaeté,MG,-18.3315,-45.8265
São Gonçalo do Amarante,RN,-5.79068,-35.3257
São Gonçalo do Amarante,CE,-3.60515,-38.9726
São Gonçalo do Gurguéia,PI,-10.0319,-45.3092
São Gonçalo do Pará,MG,-19.9822,-44.8593
São Gonçalo do Piauí,PI,-5.99393,-42.7095
São Gonçalo do Rio Abaixo,MG,-19.8221,-43.366
São Gonçalo do Rio Preto,MG,-18.0025,-43.3854
São Gonçalo do Sapucaí,MG,-21.8932,-45.5893
São Gonçalo dos Campos,BA,-12.4331,-38.9663
São Gotardo,MG,-19.3087,-46.0465
São Jerônimo,RS,-29.9716,-51.7251
São Jerônimo da Serra,PR,-23.7218,-50.7475
São João,PR,-25.8214,-52.7252
São João,PE,-8.87576,-36.3653
São João Batista,MA,-2.95398,-44.7953
São João Batista,SC,-27.2772,-48.8474
São João Batista do Glória,MG,-20.635,-46.508
São João d'Aliança,GO,-14.7048,-47.5228
São João da Baliza,RR,0.951659,-59.9133
São João da Barra,RJ,-21.638,-41.0446
São João da Boa Vista,SP,-21.9707,-46.7944
São João da Canabrava,PI,-6.81203,-41.3415
São João da Fronteira,PI,-3.95497,-41.2569
São João da Lagoa,MG,-16.8455,-44.3507
São João da Mata,MG,-21.928,-45.9297
São João da Paraúna,GO,-16.8126,-50.4092
São João da Ponta,PA,-0.857885,-47.918
São João da Ponte,MG,-15.9271,-44.0096
São João da Serra,PI,-5.51081,-41.8923
São João da Urtiga,RS,-27.8195,-51.8257
São João da Varjota,PI,-6.94082,-41.8889
São João das Duas Pontes,SP,-20.3879,-50.3792
São João das Missões,MG,-14.8859,-44.0922
São João de Iracema,SP,-20.5111,-50.3561
São João de Meriti,RJ,-22.8058,-43.3729
São João de Pirabas,PA,-0.780222,-47.181
São João del Rei,MG,-21.1311,-44.2526
São João do Araguaia,PA,-5.36334,-48.7926
São João do Arraial,PI,-3.8186,-42.4459
São João do Caiuá,PR,-22.8535,-52.3411
São João do Cariri,PB,-7.38168,-36.5345
São João do Carú,MA,-3.5503,-46.2507
São João do Itaperiú,SC,-26.6213,-48.7683
São João do Ivaí,PR,-23.9833,-51.8215
São João do Jaguaribe,CE,-5.27516,-38.2694
São João do Manhuaçu,MG,-20.3933,-42.1533
São João do Manteninha,MG,-18.723,-41.1628
São João do Oeste,SC,-27.0984,-53.5977
São João do Oriente,MG,-19.3384,-42.1575
São João do Pacuí,MG,-16.5373,-44.5134
São João do Paraíso,MG,-15.3168,-42.0213
São João do Paraíso,MA,-6.45634,-47.0594
São João do Pau d'Alho,SP,-21.2662,-51.6672
São João do Piauí,PI,-8.35466,-42.2559
São João do Polêsine,RS,-29.6194,-53.4439
São João do Rio do Peixe,PB,-6.72195,-38.4468
São João do Sabugi,RN,-6.71387,-37.2027
São João do Soter,MA,-5.10821,-43.8163
São João do Sul,SC,-29.2154,-49.8094
São João do Tigre,PB,-8.07703,-36.8547
São João do Triunfo,PR,-25.683,-50.2949
São João dos Patos,MA,-6.4934,-43.7036
São João Evangelista,MG,-18.548,-42.7655
São João Nepomuceno,MG,-21.5381,-43.0069
São Joaquim,SC,-28.2887,-49.9457
São Joaquim da Barra,SP,-20.5812,-47.8593
São Joaquim de Bicas,MG,-20.048,-44.2749
São Joaquim do Monte,PE,-8.43196,-35.8035
São Jorge,RS,-28.4984,-51.7064
São Jorge d'Oeste,PR,-25.7085,-52.9204
São Jorge do Ivaí,PR,-23.4336,-52.2929
São Jorge do Patrocínio,PR,-23.7647,-53.8823
São José,SC,-27.6136,-48.6366
São José da Barra,MG,-20.7178,-46.313
São José da Bela Vista,SP,-20.5935,-47.6424
São José da Boa Vista,PR,-23.9122,-49.6577
São José da Coroa Grande,PE,-8.88937,-35.1515
São José da Lagoa Tapada,PB,-6.93646,-38.1622
São José da Laje,AL,-9.01278,-36.0515
São José da Lapa,MG,-19.6971,-43.9586
São José da Safira,MG,-18.3243,-42.1431
São José da Tapera,AL,-9.55768,-37.3831
São José da Varginha,MG,-19.7006,-44.556
São José da Vitória,BA,-15.0787,-39.3437
São José das Missões,RS,-27.7789,-53.1226
São José das Palmeiras,PR,-24.8369,-54.0572
São José de Caiana,PB,-7.24636,-38.2989
São José de Espinharas,PB,-6.83974,-37.3214
São José de Mipibu,RN,-6.0773,-35.2417
São José de Piranhas,PB,-7.1187,-38.502
São José de Princesa,PB,-7.73633,-38.0894
São José de Ribamar,MA,-2.54704,-44.0597
São José de Ubá,RJ,-21.3661,-41.9511
São José do Alegre,MG,-22.3243,-45.5258
São José do Barreiro,SP,-22.6414,-44.5774
São José do Belmonte,PE,-7.85723,-38.7577
São José do Bonfim,PB,-7.1607,-37.3036
São José do Brejo do Cruz,PB,-6.21054,-37.3601
São José do Calçado,ES,-21.0274,-41.6636
São José do Campestre,RN,-6.31087,-35.7067
São José do Cedro,SC,-26.4561,-53.4955
São José do Cerrito,SC,-27.6602,-50.5733
São José do Divino,PI,-3.81411,-41.8308
São José do Divino,MG,-18.4793,-41.3907
São José do Egito,PE,-7.46945,-37.274
São José do Goiabal,MG,-19.9214,-42.7035
São José do Herval,RS,-29.052,-52.295
São José do Hortêncio,RS,-29.528,-51.245
São José do Inhacorá,RS,-27.7251,-54.1275
São José do Jacuípe,BA,-11.4137,-39.8669
São José do Jacuri,MG,-18.281,-42.6729
São José do Mantimento,MG,-20.0058,-41.7486
São José do Norte,RS,-32.0151,-52.0331
São José do Ouro,RS,-27.7707,-51.5966
São José do Peixe,PI,-7.48554,-42.5672
São José do Piauí,PI,-6.87194,-41.4731
São José do Povo,MT,-16.4549,-54.2487
São José do Rio Claro,MT,-13.4398,-56.7218
São José do Rio Pardo,SP,-21.5953,-46.8873
São José do Rio Preto,SP,-20.8113,-49.3758
São José do Sabugi,PB,-6.76295,-36.7972
São José do Seridó,RN,-6.44002,-36.8746
São José do Sul,RS,-29.5448,-51.4821
São José do Vale do Rio Preto,RJ,-22.1525,-42.9327
São José do Xingu,MT,-10.7982,-52.7486
São José dos Ausentes,RS,-28.7476,-50.0677
São José dos Basílios,MA,-5.05493,-44.5809
São José dos Campos,SP,-23.1896,-45.8841
São José dos Cordeiros,PB,-7.38775,-36.8085
São José dos Pinhais,PR,-25.5313,-49.2031
São José dos Quatro Marcos,MT,-15.6276,-58.1772
São José dos Ramos,PB,-7.25238,-35.3725
São Julião,PI,-7.08391,-40.8246
São Leopoldo,RS,-29.7545,-51.1498
São Lourenço,MG,-22.1166,-45.0506
São Lourenço da Mata,PE,-8.00684,-35.0124
São Lourenço da Serra,SP,-23.8491,-46.9432
São Lourenço do Oeste,SC,-26.3557,-52.8498
São Lourenço do Piauí,PI,-9.16463,-42.5496
São Lourenço do Sul,RS,-31.3564,-51.9715
São Ludgero,SC,-28.3144,-49.1806
São Luís,MA,-2.53874,-44.2825
São Luís de Montes Belos,GO,-16.5211,-50.3726
São Luís do Curu,CE,-3.66976,-39.2391
São Luis do Piauí,PI,-6.81936,-41.3175
São Luís do Quitunde,AL,-9.31816,-35.5606
São Luís Gonzaga do Maranhão,MA,-4.38541,-44.6654
